ID;Année;Mois ;Date ;Pays;CATPROD;Produit;CATFRAU;OBJETFRAU;LINKSOURCE;;;;;;;;;;;;;;;;;;
GFF88364;2020;déc;20/12/2020;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Missing documents;"The Italian Coast Guard seized 7 tonnes of seafood products (mostly salmon) missing
the required traceability documentation";https://www.ilsecoloxix.it/genova/2020/12/23/news/controlli-sulla-filiera-della-pesca-sequestrate-7-tonnellate-di-pesce-tra-liguria-e-lombardia-prodotti-mal-conservati-o-senza-tracciabilita-1.39694882;;;;;;;;;;;;;;;;;;
GFF88365;2020;déc;21/12/2020;Italy;Meat and meat products (other than poultry;ham;Missing documents;"The Italian authorities discovered an illegal plant producing processed ham products,
seizing 600 kg of meat products failing to respect the traceability requirements.";https://www.reggiotv.it/notizie/cronaca/68960/reggio-calabria-aveva-allestito-salumificio-abusivo-casa-sequestrati-600kg-carne;;;;;;;;;;;;;;;;;;
GFF88366;2020;déc;22/12/2020;Kuwait;Food;food;"Intellectual property rights infringement
";"The Kuwait Ministry of Commerce and Industry released a press statement
announcing the seizure of 52 000 packets of food products imitating famous
international brands.
";https://news.kuwaittimes.net/website/moci-largest-seizure-of-fake-food-products/;;;;;;;;;;;;;;;;;;
GFF88367;2020;déc;23/12/2020;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Missing documents,Mislabelling;"All over the Italian territory, the Carabinieri seized 80 tons of fruits and vegetables
(valued 60 000 euros), 3.5 tons of seafood products (valued 81 000 euros), and small
amounts of dairy products and chocolate. The legal traceability documents were
missing, or expiry dates were falsified.";https://www.italiaatavola.net/tendenze-mercato/sequestri-frodi/2020/12/31/controlli-in-aziende-agroalimentari-84-tonnellate-sequestrate-in-italia/72789/;;;;;;;;;;;;;;;;;;
GFF88368;2020;nov;01/11/2020;Italy;Fruits and vegetables;beans;Missing documents;The Italian authorities seized 2 000 cans (900 kilograms) of beans missing the proper traceability documentation.;https://www.ilgiornaledisalerno.it/san-marzano-sul-sarno-requisiti-900-chili-di-fagioli-in-scatola-senza-tracciabilita/;;;;;;;;;;;;;;;;;;
GFF88369;2020;nov;02/11/2020;Italy;Fats and oils;olive oil ;Missing documents;"The Italian authorities seized 10 tons of honey and 25 000 litres of olive oil lacking
the required traceability documentation, and 33 000 litres of wine produced without
any authorisation.";http://www.salute.gov.it/portale/news/p3_2_1_2_1.jsp?lingua=italiano&menu=notizie&p=nas&id=2057;;;;;;;;;;;;;;;;;;
GFF88370;2020;nov;03/11/2020;India;Fruits and vegetables;bananas;Unapproved treatment and/or process;"The Indian authorities discovered a criminal network artificially ripening 1.2 tons of
bananas by spraying ethepon. In another operation, 2.1 tons of adulterated jaggery (a
traditional cane sugar) were seized because it was adulterated. The authorities also
seized additional products used for adulteration such as 600 kg of white sugar, 20 kg
of super phosphate, 25 kg of potash, and 25 kg of sodium bicarbonate";https://www.thehindu.com/news/cities/Coimbatore/artificially-ripened-bananas-seized/article33032762.ece;;;;;;;;;;;;;;;;;;
GFF88371;2020;nov;04/11/2020;Kenya;Herbs and spices;spices;Forgery, Mislabelling;"The police has dismantled a criminal organisation producing and selling fake spices
mostly to hotels. Labels were counterfeited as well.";https://www.standardmedia.co.ke/rift-valley/article/2001393098/police-warn-residents-of-fake-sauces-as-two-arrested;;;;;;;;;;;;;;;;;;
GFF88372;2020;nov;05/11/2020;India;Herbs and spices;chili, turmeric;Forgery,Unapproved treatment and/or process;"The Indian authorities discovered a criminal network producing chili and turmeric powder adulterated by mixing chemicals and harmful products. The authorities seized
a total amount of 2 500 kg of chili powder, 4 600 kg of turmeric powder, 200 kg of coriander powder, and 112 kg of cumin powder.";https://odishatv.in/odisha-news/adulterated-spice-processing-unit-busted-in-cuttack-malgodown-492690;;;;;;;;;;;;;;;;;;
GFF88373;2020;nov;06/11/2020;Cuba;Fats and oils;olive oil ;Mislabelling;"The Cuban Consumer Protection Police (Decon) seized 3 800 bottles of olive oil
fraudulently mislabelled as extra virgin olive oil";https://www.agazeta.com.br/es/economia/cubano-e-preso-por-azeite-pirata-e-fraude-de-r-20-milhoes-em-icms-no-es-1120;;;;;;;;;;;;;;;;;;
GFF88374;2020;nov;07/11/2020;India;Milk and milk products;khowa;Unapproved treatment and/or process;"The Indian authorities discovered 553 kg of khowa (a typical Indian dairy product) and
milk powder adulterated with harmful chemicals.";https://timesofindia.indiatimes.com/city/nagpur/553kg-of-adulterated-khowa-seized/articleshow/79203413.cms;;;;;;;;;;;;;;;;;;
GFF88375;2020;nov;08/11/2020;Italy;Fish and fish products;mackerels;Unapproved treatment and/or process;The Italian Coast Guard seized 7 tons of mackerels expired in 2015;https://www.lagazzettadelmezzogiorno.it/news/bari/1260725/bari-sequestrate-7-tonnellate-di-sgombri-provenienti-dalla-sicilia-il-pesce-era-scaduto-nel-2015.html;;;;;;;;;;;;;;;;;;
GFF88376;2020;nov;09/11/2020;Pakistan;Milk and milk products;milk ;"Replacement/ dilution/
addition/ removal in
product
Unapproved treatment
and/or process";"The Pakistan authorities seized 2 000 litres of adulterated milk. In a second operation, 5 000 litres of milk were destroyed because they were mixed
with water. In a third operation, the Punjab Food Authority (PFA) destroyed almost 80 00 litres of
milk contaminated with urea or adulterated with water";https://www.urdupoint.com/en/agriculture/pfa-disposes-off-2000-litres-adulterated-milk-1084843.html;;;;;;;;;;;;;;;;;;
GFF88377;2020;nov;10/11/2020;Italy;Alcoholic beverages;rum,vodka,beers;"Missing documents,Mislabelling
";"The Italian authorities seized 1 800 smuggled bottles of alcoholic products (rum and
vodka) and beers, together with 9 tons of cereals, rice, maize, spices, potatoes,
legumes and vegetables in low hygienic conditions (even expired or rotten) and
destined to the black market (probably to ethnic restaurants) all over the national
territory. Food was mislabelled as “Produced in Peru” as well.";https://www.zazoom.it/2020-11-16/latinos-evadevano-laccisa-sequestrate-1-800-bottiglie-di-superalcolici-e-birra-video/7585107/;;;;;;;;;;;;;;;;;;
GFF88378;2020;nov;11/11/2020;Jordan;Milk and milk products;milk powder;Mislabelling;"The Jordan Food and Drug Administration (JFDA) seized 13 tons of dairy products
produced from milk powder, but mislabelled as produced from fresh milk.";https://petra.gov.jo/Include/InnerPage.jsp?ID=30019&lang=en&name=en_news;;;;;;;;;;;;;;;;;;
GFF88379;2020;nov;12/11/2020;Brazil;Fats and oils;olive oil;Forgery;"The Consumer Protection Police (Decon) discovered a criminal organisation, involving
nine companies, selling soybean oil as extra virgin olive oil. In the operation, more
than 3 000 bottles were seized.";https://www.jornaldocomercio.com/_conteudo/economia/2020/11/766334-ministerio-da-agricultura-proibe-venda-de-nove-marcas-de-azeite.html;;;;;;;;;;;;;;;;;;
GFF88380;2020;nov;13/11/2020;Pakistan;Non-alcoholic beverages;tea;Unapproved treatment and/or process;"The Khyber Pakhtunkhwa Food Safety Authority seized 800 kg of tea packs
adulterated with non-authorised food colours and other ingredients. In another operation, the Pakistan authorities seized additional 4 200 kg of
adulterated tea bags.";https://www.urdupoint.com/en/pakistan/4200-kg-fake-tea-bags-seized-three-arrested-1090179.html;;;;;;;;;;;;;;;;;;
GFF88381;2020;nov;14/11/2020;Brazil;Food;food;"Mislabelling
";"The Brazilian authorities seized 60 tons of products in two supermarkets in São
Benedito, because the real weight of the content was less than claimed on the
package label, deceiving consumers.
";https://g1.globo.com/ce/ceara/noticia/2020/11/20/cinco-pessoas-sao-presas-suspeitas-de-comercializar-produtos-com-o-peso-abaixo-do-indicado-na-embalagem.ghtml;;;;;;;;;;;;;;;;;;
GFF88382;2020;nov;15/11/2020;UK;Honey and royal jelly;honey;Unapproved treatment and/or process, Replacement, dilution,addition, removal inproduct;"Following some analyses carried out with Nuclear Magnetic Resonance (NMR) in
Germany, it seems that 10 out of 13 (77%) honey samples on UK supermarkets are
adulterated with cheap sugar syrups made from rice and corn";https://news-24.fr/le-scandale-des-supermarches-voit-le-miel-gonfle-avec-des-sirops-de-sucre-bon-marche/;;;;;;;;;;;;;;;;;;
GFF88383;2020;nov;16/11/2020;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;mussels;Missing documents;"The Italian authorities, seized 4 250 kg of mussels, lacking any traceability
documentation, at the border between Italy and Slovenia";https://www.ilfriuli.it/articolo/cronaca/maxi-sequestro-di-cozze-a-rabuiese/2/231671;;;;;;;;;;;;;;;;;;
GFF88384;2020;nov;17/11/2020;Peru;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Mislabelling;"A recent paper published on Scientific Reports highlights that 33% of Peruvian
seafood is mislabelled because of economic reasons or lack of terminology
knowledge, and 30% of samples contained threatened and protected species.";https://www.nature.com/articles/s41598-020-77338-x;;;;;;;;;;;;;;;;;;
GFF88385;2020;nov;18/11/2020;Pakistan;Other food products/ mixed;gur;Unapproved treatment and/or process;"The Khyber Pakhtunkhwa Food Safety Authority seized 1 600 kg of gur (a traditional
non-centrifugal cane sugar) produced with substandard sugars and colours";https://www.urdupoint.com/en/pakistan/food-authority-seizes-1600-kg-substandard-gur-1094154.html;;;;;;;;;;;;;;;;;;
GFF88386;2020;nov;19/11/2020;Pakistan;Fruits and vegetables;cherries;Unapproved treatment and/or process;"The Khyber Pakhtunkhwa Food Safety Authority seized: 1 200 kg of unhealthy
cherries, adulterated with non-food colours and other hazardous preservative
chemicals; 350 kg of substandard spices; 1 000 kg of substandard ghee; and 2 00
litres of adulterated milk.";https://profit.pakistantoday.com.pk/2020/11/20/kp-govt-intensifies-action-against-food-adulterators/;;;;;;;;;;;;;;;;;;
GFF88387;2020;nov;20/11/2020;Germany;Herbs and spices;oregano;Replacement,,dilution, addition,removal in product,Unapproved treatment and/or process;"According to the 2019 Food Monitoring Report from Germany, 13% of oregano
samples were adulterated with olive leaves, and 20% contained plant-based foreign
components (e.g. wood parts).";https://www.bvl.bund.de/DE/Arbeitsbereiche/01_Lebensmittel/01_Aufgaben/02_AmtlicheLebensmittelueberwachung/04_Monitoring/lm_monitoring_node.html;;;;;;;;;;;;;;;;;;
GFF88388;2020;nov;21/11/2020;India;Dietetic foods, food supplements, fortified foods;protein powder;Unapproved treatment and/or process, Mislabelling;"The Indian police discovered a plant manufacturing hundreds of kilograms of fake
protein powder, mislabelled as produced by top USA or EU companies. The
supplements contained e.g. steroids, testosterone and androsterone, which are
globally banned. ";https://mumbaimirror.indiatimes.com/news/india/gang-selling-fake-protein-supplement-with-labels-of-top-us-and-european-brands-caught-three-arrested/articleshow/79386674.cms;;;;;;;;;;;;;;;;;;
GFF88389;2020;oct;01/10/2020;Morocco;Alcoholic beverages;wine;Mislabelling,Missing documents, Unapproved treatment and/or process;"Within the context of the “Operation Bacchus”, the Moroccan authorities (DGSN) seized 1.2 million bottles of wine, closed 87 establishments and arrested at least 45 people. The wine
was adulterated, imported illegally, expired or unlabelled, and could have endangered consumer health.";https://telquel.ma/2020/09/28/417-operations-plus-dun-million-de-bouteilles-dalcool-saisies-arrestations-de-barons-ce-quil-faut-savoir-sur-loperation-bacchus-de-la-dgsn_1697154;;;;;;;;;;;;;;;;;;
GFF88390;2020;oct;02/10/2020;Italy;Fish and fish products;fish products;Missing documents;"The Italian Coast Guard seized 600 kg of fish products not complying with hygiene
requirements and lacking the required traceability documentation.";https://it.geosnews.com/p/it/sicilia/gela-sequestrati-sei-quintali-di-pesce-scattano-le-multe_31074434;;;;;;;;;;;;;;;;;;
GFF88391;2020;oct;03/10/2020;Bangladesh;Cereals and bakery products;noodles;Unapproved treatment and/or process;"Two companies from Bangladesh have been fined for food fraud. The authorities have
destroyed 5 tonnes of noodles adulterated with expired food colours and flavours, and 2
tonnes of counterfeited ghee.";https://www.thedailystar.net/city/news/food-adulteration-meridian-and-bsp-foods-fined-tk-43-lakh-ctg-1971833;;;;;;;;;;;;;;;;;;
GFF88392;2020;oct;04/10/2020;Pakistan;Herbs and spices;spices;Unapproved treatment and/or process;"The Khyber Pakhtunkhwa Food Authority seized 3 tonnes of substandard spices adulterated
with hay, hazardous colours and other unhealthy materials, potentially comprising consumer
health.";https://www.urdupoint.com/en/pakistan/3000-inferior-spices-seized-two-arrested-1047786.html;;;;;;;;;;;;;;;;;;
